date_base,date_pred,iiindex_today,iindex_real,index_pred_2,loss_profits_2,asset_rebalancing_2,std
2019-07-31,2019-08-01,264.75,266.20000610351565,266.26802108287814,1.4500061035156477,-1,0.45961940777128
2019-08-01,2019-08-02,263.0,263.1499816894531,264.9535969018936,0.14998168945311363,-1,2.156675682618978
2019-08-02,2019-08-05,261.4,256.95001831054685,263.76747568845747,-4.449981689453125,1,4.384062043356586
2019-08-05,2019-08-06,251.1,253.6499816894531,253.1765362739563,2.5499816894531193,-1,2.3334523779155947
2019-08-06,2019-08-07,253.6,253.00000610351563,253.12775650024415,0.5999938964843636,-1,0.4596194077712599
2019-08-07,2019-08-08,254.5,253.60000610351562,254.36581885814667,0.899993896484375,1,0.42426406871192446
2019-08-08,2019-08-09,255.0,255.24999389648437,254.77733120918273,-0.24999389648436932,1,1.1667261889578076
2019-08-09,2019-08-12,255.35,255.4499969482422,255.17870948463678,-0.09999694824219318,-1,0.14142135623730148
2019-08-12,2019-08-13,253.6,252.0500061035156,254.89352734088897,-1.5499938964843807,-1,2.4041630560342457
2019-08-13,2019-08-14,255.6,255.1999938964844,251.53003256320955,0.40000610351560795,-1,2.2273863607376088
2019-08-14,2019-08-15,255.6,255.2,254.20229823589324,0.4000000000000057,-1,0.0
2019-08-15,2019-08-16,252.65,254.0500061035156,254.10624392032622,1.400006103515608,-1,0.8131727983645135
2019-08-16,2019-08-19,255.4,255.7499969482422,254.77262912988664,-0.3499969482421932,1,1.2020815280171229
2019-08-19,2019-08-20,255.0,258.0,257.2562350034714,3.0,1,1.590990257669732
2019-08-20,2019-08-21,257.3,258.3999938964844,255.82582664489746,-1.0999938964843636,-1,0.28284271247460296
2019-08-21,2019-08-22,258.6,256.4,260.09456326961515,-2.2000000000000455,1,1.4142135623730951
2019-08-22,2019-08-23,255.15,256.3500122070312,256.86362328529356,1.2000122070312216,1,0.03535533905929522
2019-08-23,2019-08-26,251.5,252.60000000000002,255.5827474355698,1.1000000000000227,-1,2.6516504294495733
2019-08-26,2019-08-27,253.2,253.99999389648437,252.45628736019134,-0.7999938964843807,-1,0.9899494936611705
2019-08-27,2019-08-28,254.6,255.85000610351562,254.0342858955264,-1.2500061035156307,1,1.308147545195109
2019-08-28,2019-08-29,255.8,254.19999084472656,257.56202909946444,-1.6000091552734546,1,1.1667261889578076
2019-08-29,2019-08-30,256.2,259.1499969482422,257.50743622779845,2.9499969482421875,1,3.500178566873402
2019-08-30,2019-09-02,258.1,259.3500122070312,258.9309782028198,1.2500122070312045,-1,0.14142135623734164
2019-09-02,2019-09-03,258.15,257.95000610351565,258.77607188224795,-0.19999389648432953,-1,0.9899494936611907
2019-09-03,2019-09-04,257.85,261.8999816894531,256.7471328496933,-4.049981689453091,-1,2.7930717856868545
2019-09-04,2019-09-05,262.3,264.70001831054685,260.58124163150785,-2.400018310546841,-1,1.979898987322341
2019-09-05,2019-09-06,265.8,265.74998779296874,263.7132384300232,0.05001220703127274,-1,0.7424621202458829
2019-09-06,2019-09-09,266.3,267.6499938964844,264.7716025710106,-1.3499938964843636,-1,1.3435028842544243
2019-09-09,2019-09-10,267.85,268.79999389648435,267.83055218458173,-0.9499938964843295,1,0.8131727983645538
2019-09-10,2019-09-11,270.2,271.2000244140625,268.6680095076561,-1.0000244140625227,-1,1.6970562748476978
2019-09-11,2019-09-12,270.2,271.2,270.48745049238204,1.0,-1,0.0
2019-09-12,2019-09-13,270.2,271.2,270.80462087392806,1.0,-1,0.0
2019-09-13,2019-09-16,272.0,272.0499755859375,271.1566168524325,-0.04997558593748863,-1,0.6010407640085815
2019-09-16,2019-09-17,271.65,271.75001220703126,272.4794494390488,0.1000122070312841,1,0.21213203435597228
2019-09-17,2019-09-18,272.35,273.3500061035156,271.6001602113247,-1.0000061035156023,-1,1.1313708498984922
2019-09-18,2019-09-19,273.05,275.04998168945315,273.1158114433289,1.9999816894531364,-1,1.2020815280171226
2019-09-19,2019-09-20,274.9,276.6000183105469,274.9472867205739,1.700018310546909,-1,0.0
2019-09-20,2019-09-20,274.9,276.6,275.37358341217043,1.7000000000000455,-1,0.0
2019-09-20,2019-09-23,276.2,276.8999877929688,276.1757599771023,-0.6999877929687841,-1,0.2121320343559321
2019-09-23,2019-09-24,,,277.15845941901205,,1,
